,dma_name,median_income,poverty_rate,bach_plus_rate,grad_prof_rate,population,dma_race_total,pct_hispanic,pct_nh_white,pct_nh_black,pct_nh_aian,pct_nh_asian,pct_nh_nhpi,pct_nh_sor,pct_nh_two_plus,search_interest,score_all_ela,score_all_math,score_all_ela_g5,score_all_ela_g6,score_all_ela_g7,score_all_ela_g8,score_all_math_g3,score_all_math_g4,score_all_math_g5,score_all_math_g6,score_all_ela_g3,score_all_ela_g4,score_all_math_g7,score_all_math_g8,cluster_id
54,Detroit MI,62796.81322799828,14.341800703548024,32.416754753323055,13.45835820793105,4875870.0,4875870.0,4.454179459255476,67.6423284460004,20.519497033349943,0.2435257707855213,4.605434517327164,0.031625125362243,0.1855053559672427,2.3179042919520003,17.21008316864295,5.335373473614863,5.176564624745622,4.837548060428102,5.820494128728918,6.844678731081556,7.772112172194104,2.4630891968744364,3.525063494922558,4.654460391388986,5.671251260916408,2.725562445962902,3.783096477393215,6.722121731516453,7.791452301361597,2
55,Dothan AL,47551.76128352948,18.25316667172929,19.60509285083753,7.091756881901532,267824.0,267824.0,4.593688392377084,68.47369914570763,23.002419499372724,0.5372931477388135,0.956598363104128,0.0291236035605472,0.1949041161359699,2.2122737320031063,49.19908466819222,4.845544896017782,4.5972659000236735,4.259477921460795,5.448305880026112,6.355008501239659,7.221242388948109,2.233748860567846,3.007761623006162,4.067160601791228,5.108454098733084,2.53235859431688,3.413356428265157,6.301211622424863,7.034667255959127,4
56,Duluth MN-Superior WI,54534.04162500357,13.44623234102606,26.190203553771337,8.71266721450607,420036.0,420036.0,1.7472311897075488,89.98109685836452,1.336790179889343,3.61230942109724,0.8194535706463255,0.0321401022769476,0.0302355036234989,2.440743174394576,94.92535633908476,5.740783805285225,6.080731143610551,5.368992243881013,6.170994090176582,6.901116352324049,7.859764104034881,3.73145802578896,4.623260711511112,5.771637546068252,6.674804622846053,3.703792025332929,4.431329069883523,7.283610302453593,8.396023096573726,0
57,El Paso TX,45585.23338055839,21.485664589182683,24.003752327789982,8.211777417612101,1058760.0,1058760.0,79.599909327893,15.138936113944617,2.674921606407496,0.3529600664928785,1.1179115191355926,0.1048396237107559,0.0783935925044391,0.9321281499112168,46.43739778739778,5.690227215463982,4.860829542163888,4.451232383524983,5.218740690980005,6.108858059733085,6.963783024536439,3.630057120883559,4.340828675228894,5.399618375841631,5.959555120059955,,,,,1
58,Elmira NY,53615.95955550189,13.803699412042402,22.714657007444345,10.325645940892144,240181.0,240181.0,2.1059117915238925,91.50557288045266,2.894483743510103,0.1582140135980781,1.2307384847261025,0.0095761113493573,0.1144969835249249,1.9810059913148832,76.22924972816236,5.427024084972406,5.609648479088678,4.780489530491003,6.370900009921418,6.900612548906663,7.72209564172611,2.876806419737607,3.7112972958388304,4.9350892538235,6.358418083175463,3.0848461267540723,3.9845003184085184,7.640037909944898,8.436327937356662,0
59,Erie PA,51138.80536547979,15.075200569764762,25.54576070088877,9.208208385633515,399256.0,399256.0,3.2768449315727253,87.74445468571544,5.066423547798906,0.1878493998837838,1.300168313062296,0.0155288837237261,0.224166950527982,2.18456328771515,79.6943907156673,5.487766034712445,5.815770543783668,4.990320926205282,5.990880905348901,6.832947270675843,7.8353757822368335,3.350294111450961,4.241840984555843,5.372064276049417,6.155317762398053,3.0902428860256217,4.111018259863372,7.256207463704508,8.46288203735457,0
60,Eugene OR,52185.38730351026,17.15977758941539,29.65490588342275,12.09238883331818,637247.0,637247.0,7.897251772075819,82.96217950025657,0.8491212983348685,0.9359008359395964,2.840656762605395,0.1861130770329244,0.1644574238874408,4.164319329867382,22.24605003291639,4.928455925874816,4.76567758669827,4.383450109529924,5.835046563808962,6.520481104475259,7.297920183600361,2.441571725640885,3.658132874700165,4.623874972527899,5.9170610547773785,2.709846141190753,3.7915061894226905,6.175420669979876,7.122567192503422,0
61,Eureka CA,47577.01609202435,20.01757603545774,27.67891389476125,9.43206044225606,163435.0,163435.0,12.941536390614006,72.26481475816074,1.3675161379141554,5.021568207544283,3.0195490561997125,0.2912472848533056,0.2159880074647413,4.87778015724906,58.98697107339229,4.341664620820465,4.243926467901178,3.8427672787350016,5.0517526120830505,6.038993602516745,6.654541824169457,1.575534319919852,2.7846756050433905,3.6419101560878526,4.91946276065481,1.894246090206096,2.841004689264812,5.913141178400429,6.909556686439002,0
62,Evansville IN,53022.991805044905,14.519077264139762,21.168438371279667,7.62795188319557,737893.0,737893.0,2.659193135048036,89.34222170423082,4.819533455392584,0.1286094325329011,1.032941090374892,0.0525821494444316,0.0906635514905277,1.874255481485798,54.273762320154056,5.897524299196864,6.040730831341398,5.318478152005084,6.407405000234405,7.378959465010043,8.340867541839238,3.533928860486085,4.647647630420387,5.50397353608584,6.461549910194381,3.410609074450468,4.463433271213734,7.429358511599441,8.608600531215123,0
63,Fairbanks AK,74464.6518431617,9.001403783530849,30.29818878996064,12.010341471916805,109106.0,109106.0,7.675104943816105,67.2098693014133,3.9457041775887673,10.877495279819623,2.9045148754422305,0.4692684178688615,0.122816343739116,6.7952266603119895,,5.460085671078298,,,,,,,,,,,,,,2
64,Fargo-Valley City ND,60519.22575913227,11.45907358356483,29.838027030368742,8.561598234751429,641489.0,641489.0,3.4025524989516582,87.10094795078327,2.799112689383606,2.7663763525173466,1.5571584236050813,0.0974295740067249,0.0723317157425926,2.204090795009735,21.4274144464114,5.66835180420759,6.059062345316295,5.113323896716514,6.166774479872147,7.070129079541831,8.100059411950669,3.5266351678707144,4.700177674229951,5.559248055337712,6.570443299115856,3.376681133151392,4.325419561250885,7.609833136379879,8.757796085164005,0
65,Flint-Saginaw-Bay City MI,49368.81146760811,17.099000722988787,20.77545795562704,7.635096273750324,1137831.0,1137831.0,4.368223400487419,80.81446190163565,10.824278825238547,0.4878580386718238,1.0102554773072627,0.0119525658907166,0.085425691513063,2.397544099255513,30.94202984042812,5.248038688809994,4.95880411858376,4.489940736518431,5.721588603638753,6.667919308601473,7.718678286832199,2.3987091229665696,3.4502861496917507,4.205129913618729,5.365328221459643,2.8164808579292706,3.760751292430128,6.486097090323434,7.524654388511787,0
66,Florence-Myrtle Beach SC,43732.29640748726,20.001008186995424,19.97724548099925,7.005911501816228,794096.0,794096.0,5.102783542543975,56.697678870061054,27.80960992121859,7.563695069613749,0.9977383087183416,0.0338749974814128,0.1785678305897523,1.6160514597731257,42.62879951589628,4.679169785023046,4.813250973155143,3.993924208187775,5.139842520882082,6.131461423393153,7.148604954457562,2.6443782177756794,3.421580627665463,4.243289923710929,5.398977355480596,2.418302713610652,3.295802469339722,6.160380275359429,7.045318690657872,4
67,Fresno-Visalia CA,53478.3591955304,22.097885857306803,17.815542710961964,5.919830702987457,2041345.0,2041345.0,56.64402636497016,29.97670653417232,3.5078832828355813,0.5642848220168566,6.999012905706777,0.1407405411628117,0.1695450793471951,1.9978004697883007,24.82990413841477,4.535509641670245,4.319086085117166,3.9225952022199886,5.097661240919629,6.003577858461673,6.938955732434295,2.017996506031944,2.931887311577805,3.794867686853525,4.912437524035861,2.1190775140749,3.077671060496457,5.649225830326469,6.564629246807961,1
68,Ft. Myers-Naples FL,58915.95886004233,13.071554395729972,28.679233768499984,11.084019807059484,1381139.0,1381139.0,22.515619354749955,66.76518438766844,7.632975392049605,0.251821141825696,1.4105748950684904,0.0328714198932909,0.2170672177094412,1.1738861910350804,30.125528267359183,5.60297330073686,4.769248371518973,5.19607231326196,5.936154811898468,6.873686761440378,7.915105092712183,3.750566068778854,4.355748712441226,5.267273412480138,5.830127968314455,3.6108600748457302,4.174170476497674,,,0
69,Ft. Smith-Fayetteville-Springdale-Rogers AR,52224.065530592175,15.549105424544582,25.96557596099267,9.17134103561217,872478.0,872478.0,13.522289387239564,73.6940071841353,2.8329654157468727,2.5335882394742333,2.8391546835564907,0.8134302526825892,0.2083720162571434,3.556192820907805,23.98689804088092,5.540188947796154,5.321077277259306,5.133902411455551,6.018411509306873,7.11975042055266,7.989075300643178,2.730848130859583,3.792796988143787,4.8629241183976415,5.925452097212921,3.1045845191266346,3.9746302270359375,6.913954796518127,7.794319829965408,0
70,Ft. Wayne IN,55304.77452083984,12.071040193425436,23.00194245528004,7.765886509254619,730236.0,730236.0,5.820036262249465,83.40865144966833,6.111311959421338,0.1806265371742833,2.1593019243094016,0.0299903045042972,0.0896970294534917,2.2003845332193976,40.47546626306024,5.505789299008305,5.670261405428661,4.939290856005045,5.952773625696676,7.09419924345711,8.088311453081486,3.1944525252351905,4.044548171551756,5.1213766729546615,6.233444023139756,3.0037674357927795,3.8242390141105767,7.334300927229382,8.290366102602999,0
71,Gainesville FL,47421.92796749592,21.048648011489657,35.44523319536616,16.858972876731336,340388.0,340388.0,9.210959258258224,65.71588892675418,17.22064232581642,0.2629352386100567,4.849172121226365,0.0484740942688931,0.2688108864002256,2.4231171486656407,34.838310251875086,5.682364679475708,4.738940615215647,5.221813781518374,6.131276288335923,7.06539031947816,8.233602207353064,3.553855556364333,4.358866450291224,5.28024033626735,5.852240221220169,3.612858025847375,4.26833414277211,,,2
72,Glendive MT,58492.386429112965,10.831274408225074,21.52213922269135,6.170834686586554,13190.0,13190.0,2.691432903714936,93.24488248673237,0.5382865807429871,1.6072782410917363,0.6292645943896892,0.0,0.0,1.288855193328279,,5.368789886137551,5.052092089894972,4.466932614518743,5.861506563980271,7.047265065883289,7.891264045757911,2.378104969241179,3.491727634013457,4.505646997598056,5.492621410797111,2.909897735942581,4.08265640751229,7.056557123850423,7.352858194625947,0
73,Grand Junction-Montrose CO,53084.02087537869,14.944297155102545,26.707044580033426,9.087591474540789,223469.0,223469.0,15.766392654014652,80.37982896956625,0.5293799139925448,0.6945034881795685,0.8999011048512322,0.1226120848976815,0.0572786382003767,1.5501031462976969,82.95652173913042,4.229042469915028,3.995795039542368,4.978876286451297,6.279718579577019,,,2.605674582192924,3.465440660874405,4.320637303691866,5.49655569696006,2.96161864154515,4.045623500623843,,,0
74,Grand Rapids-Kalamazoo-Battle Creek MI,59223.32980815169,12.642438324199404,28.681006106724727,9.8585116599588,2063818.0,2063818.0,7.964268167057366,80.00361465981982,6.810968796667148,0.3121399270672123,1.9556957057259887,0.0223856948626283,0.0910448498850189,2.839882198914826,15.776607338032637,5.649802502615973,5.478137631180104,5.181102726454294,6.023107814900787,6.991614089858205,7.940290290264135,2.832321187914752,3.887639876226403,4.976005779037761,5.944958730574965,3.269143185045136,4.199480461911248,6.999642512119563,7.901899794234896,0
75,Great Falls MT,48324.464727553626,16.360083058507392,24.612505737386577,7.002259647636197,168290.0,168290.0,3.613999643472577,78.24350822984134,0.7689108087230376,13.54328837126389,0.4753698972012597,0.1782637114504724,0.0855665814962267,3.091092756551191,13.698924731182794,5.386676326663032,5.396120428919216,4.942856740670292,6.42212341287668,6.823928846261245,7.827605337997928,2.714368958745603,3.738046387232687,4.854070940305684,6.573440601419177,2.8639356585397757,3.887462687510358,7.008328404116268,7.906863886902228,0
76,Green Bay-Appleton WI,60976.64197135912,9.674368401768133,25.49450883603542,7.601093671604575,1137814.0,1137814.0,4.999850590694085,87.69016728568992,1.495235600897862,1.6928074360132674,2.2298020590360115,0.0242570402543825,0.0815599034640108,1.7863200839504525,9.094037453573536,5.748255185997391,6.051733041160724,5.190186868484615,6.362197040576755,7.301083573734241,8.384097107151925,3.093602862427639,4.338157284510686,5.377112697077363,6.700852545923881,3.007885868876605,4.147769003984718,7.883105315189764,8.848911909806551,0
77,Greensboro-High Point-Winston Salem NC,49991.924584215805,16.15716467878295,26.377735134026093,9.011509789959408,1810735.0,1810735.0,9.474936973107608,65.19242186184063,20.369684133790976,0.3328482632743057,2.431940620797632,0.0488751805206173,0.2404548429229014,1.9088381237453296,21.57720473331072,5.348654354730695,5.419698675487566,4.853531485494717,5.797018631717601,6.773266582764464,7.717108109188006,3.015029151453568,3.961832526054957,4.963600325462286,5.886468903846588,2.9992355677346767,3.9500204276718462,6.910458303751457,7.815850905350174,0
78,Greenville-New Bern-Washington NC,47421.395810447735,18.082081350378964,22.887352132757428,8.11473316229085,814741.0,814741.0,9.103261036329338,61.00736307611867,24.936268090104708,0.3548366904329106,1.4465946846912086,0.0713110055833694,0.1341530621387655,2.9462123546010326,33.745536106405666,5.208986149512179,5.119291886605335,4.809241422542632,5.740614728816999,6.569378453635037,7.540731844287236,2.7551998221167837,3.631752819483812,4.6875870713983625,5.774469868351283,2.8748027301298893,3.8883739870954814,6.515256721580196,7.5290927545485635,4
79,Greenville-Spartanburg SC-Asheville NC-Anderson SC,51248.14126004546,14.50185598416986,27.705422817840265,10.3166819143835,2307758.0,2307758.0,6.306163817869985,76.2163970398976,13.385155635902898,0.5859366536699255,1.4530553030257072,0.0862742107274679,0.1488024307574711,1.818214908148948,22.177520152851347,5.4867847534068295,5.543415627630044,5.121141976998013,5.91972593302894,6.87106696361024,7.735894126634724,3.132420395704309,4.103173992085322,5.064436194683331,6.061603002984189,3.1507794280533115,4.182127312574691,7.018011995542961,7.94387330877186,0
80,Greenwood-Greenville MS,31720.025916100323,31.398802826409828,17.916375803384447,6.707909074132024,189226.0,189226.0,2.5128682104996143,32.59805734941288,63.678352869056056,0.1627683299335186,0.542208787375942,0.0058131546404828,0.0422774882944204,0.4576538107871011,72.76840866751641,4.090750325409888,4.134588483587908,3.539945044936189,4.53427697112683,5.696849741860435,6.303775430424844,2.3926866525061583,3.2332491514997668,3.8025135391514793,4.5457256555791545,2.1826772996055217,2.7355526352381343,5.203135072348452,5.958102762831117,4
81,Harlingen-Weslaco-Brownsville-McAllen TX,39101.35487351267,29.63427699970078,17.691620953550657,5.238645687657717,1362508.0,1362508.0,91.6655902203877,6.835409406770456,0.3991169226162341,0.0816141996964421,0.7959586292337365,0.0088072877370261,0.0874123307899843,0.1260910027684241,41.15038332293064,5.564579993040614,4.828813727719328,4.4964492795414825,4.986689375447959,5.926531641796417,6.820440718779969,3.660853530905529,4.463042984123006,5.469073574737192,5.676523620671234,,,,,1
82,Harrisburg-Lancaster-Lebanon-York PA,65083.94399350823,9.919493898889607,26.882072057690788,9.865505949013768,1870676.0,1870676.0,8.200618386080754,81.6624578494619,5.713014974265987,0.1099067930523511,2.358772978324413,0.016197353256256,0.1079288984303,1.8311027671280329,20.389073603923222,5.5885752832769695,5.733733902333505,5.189813940244428,6.23963780163551,7.101196878038899,7.942829987953275,3.376456343469232,4.392808892750153,5.326037634854925,6.293515418216367,3.386240145416789,4.3101559903439846,7.358274423801001,8.392778316243666,0
83,Harrisonburg VA,61412.596739425,9.017265467782662,24.05958967066128,9.119682280917775,162364.0,162364.0,4.768298391269001,89.89123204651277,3.2082234978197137,0.2537508314651031,0.6300657781281565,0.0905373112266266,0.1441206178709566,1.0137715257076692,58.405739732805536,5.413257369767565,4.786659076375527,4.775745081241859,5.744501108404919,6.711296086612609,7.66266618410741,3.1758316340759287,4.030198806269496,5.244739628796039,6.44099453063345,3.212087299542452,4.03105909059162,5.782599757657488,6.074103950849318,0
84,Hartford & New Haven CT,74569.58310440918,10.292990856100042,36.25733092004066,16.190639250792202,2631148.0,2631148.0,14.755688391530995,68.76063224113581,9.648183986609649,0.1707619639792212,4.18611951893242,0.016000620261574,0.2520192706757658,2.2105940068745658,14.55293184179176,5.764195940461683,5.668809139141535,5.224717425321242,6.241374532968991,7.270193275522943,8.255356291909605,3.1728064939139218,4.166697670773406,5.159946655750392,6.145291580444486,3.2371317680316416,4.2464610394822895,7.166808319103772,8.104244547840766,2
85,Hattiesburg-Laurel MS,43523.897653126536,22.33209653226609,23.00674965790458,9.107169397450813,298397.0,298397.0,2.7480169036551976,63.30861235200086,31.88537418271632,0.1112611721967714,0.6069095868926296,0.0227884328595796,0.0613276943132806,1.255709675365369,80.10009763201005,5.419847481965756,5.448273087278543,5.140897548378951,5.774622979295324,6.435509845090016,7.635907399240643,3.4274402237627517,4.188677001148168,5.130878284635209,5.769519324487052,3.4008483656100044,4.336168937746424,6.636097915340076,7.765977184148168,4
86,Helena MT,65372.06894915254,10.216202714329327,39.03686751158721,14.458526453449238,73750.0,73750.0,3.282711864406779,91.6135593220339,0.2508474576271186,1.5376271186440678,0.607457627118644,0.063728813559322,0.0216949152542372,2.622372881355932,,5.991726523752179,5.559490196593615,5.490466897363512,6.488725032426787,7.901389975336383,8.560109975735388,3.238446127797284,4.414827868356951,5.57186617246284,6.794005389553749,3.354707315070822,4.518639191529045,7.7689865574986,8.582918685340918,2
87,Honolulu HI,81878.30565068132,9.438701791091358,32.97727604594136,11.247576799714,1422094.0,1422094.0,10.485804735833216,21.990248183312776,1.7141623549498135,0.1575845197293568,36.88989616720132,9.36014075018951,0.1529434763102861,19.24921981247372,13.710070242097888,5.154189086708882,5.138562322320724,4.707741742208903,5.630468838206098,6.5498374143395575,7.458187250277196,2.9722330628323324,3.843017866895962,4.715896867781253,5.595134958662672,2.869984918615205,3.796012776896892,6.461850657659747,7.328255494183685,3
88,Houston TX,68025.82137906452,13.818097667390653,32.07962398613327,11.557419307382045,7232758.0,7232758.0,36.74884463160526,37.16428781386022,16.71349988482955,0.2090903635929752,7.349105279065053,0.0479899921993795,0.201181900458995,1.5660001343885694,16.525659346592523,5.912319620014188,4.769723020479141,4.488749860788525,5.500443075463847,6.447832480757596,7.288426470648293,3.402176105631774,4.40648890050306,5.163477447417285,6.101961766796297,,,,,2
89,Huntsville-Decatur (Florence) AL,54425.09767716248,15.259537640317136,27.589006713585366,10.172674980854262,1040796.0,1040796.0,6.743972882293936,74.75288144842985,14.019942428679588,0.7346300331669222,1.31255308437004,0.0774407280581401,0.1372987597953873,2.2212806352061305,31.692148634973623,5.044177447213199,4.764331638262357,4.502595565399289,5.497714505536687,6.400860316143181,7.449856738140832,2.462398532946485,3.367815480501075,4.2126869029050615,5.331459253603269,2.727227435457543,3.6402050871224394,6.09431640725446,7.14830225824576,0
90,Idaho Falls-Pocatello ID,56793.455069095,13.424019118664804,30.05200266938641,9.204766281788151,391490.0,391490.0,12.160208434442769,82.77529438810699,0.4168688855398605,1.5206007816291605,0.9857212189327952,0.1236302332115762,0.0906791999795652,1.9269968581572965,27.56219119226638,5.699654386699064,5.717342117499392,5.0475326922616,6.129653719084653,7.279829803915096,8.140839467525437,3.110362670849034,4.20151275204268,4.985112701234256,6.339089774069387,3.256531948322134,4.241665512776525,7.323835139804954,8.25971242641902,0
91,Indianapolis IN,60033.93715081204,13.5893301760312,31.031612706169824,11.29235389940949,2960261.0,2960261.0,5.9937958173282695,77.12613853981118,11.329507769754086,0.1906926450066396,2.933254871783265,0.019727990200864,0.2083262252889187,2.1985561408267715,14.958225530155351,5.750076593126177,6.052015120103235,5.233728313344706,6.285972372491794,7.274187098242789,8.220154267733978,3.548485836667865,4.592656825714703,5.551335417143841,6.589207194334836,3.2454710268220666,4.263203449430315,7.518327783353304,8.541204395725678,2
92,Jackson MS,47567.72776946502,20.097295392676703,25.13006398702086,9.796804448857468,911584.0,911584.0,2.5178151437497807,46.19157422684032,49.32118159160319,0.2947616456629339,0.881213360480219,0.0197458489837469,0.1111252501140871,0.6625829325657318,35.64197387343167,4.9573024023633545,4.793633488951093,4.665634582111057,5.308488997886816,6.271468092717292,6.95589377337127,2.978144848506723,3.739486716953973,4.594084824731532,5.0872987561899246,2.944571778029409,3.735309893493923,5.98475763097783,6.538284693411481,4
93,Jackson TN,45811.930218811125,18.511113432108345,20.251424220204186,7.329093575497772,208079.0,208079.0,3.1055512569745143,72.78149164500022,21.232801003465028,0.1076514208545792,0.6699378601396585,0.0206652281104772,0.173972385488204,1.90792919996732,73.60399234998803,4.806418292563987,4.3905533704145805,4.245604129966995,5.390331590090403,6.275520859404275,7.213130534196945,2.5704704331470345,3.33666115613379,4.079986066766886,5.321105445634817,2.4731081252968385,3.255728208661518,6.298827112265813,,4
94,Jacksonville FL,58904.50622598307,14.070654031982352,28.44155185810926,9.935438865152497,1913754.0,1913754.0,8.376625208882645,64.51665156545721,20.77184423912373,0.2725010633550602,3.1508229375353367,0.0542911993913533,0.2806525812617504,2.576611204992909,21.18675728525929,5.769217014003867,5.328081277388199,5.411162068483455,6.270244797453063,7.061440402163032,7.965003650362147,3.917670592587147,4.756444132644406,5.59212107219191,6.479514460547466,3.712267951338854,4.442164855696148,7.170887182061897,8.692309098202914,2
95,Johnstown-Altoona PA,51412.85685422702,14.767985060305842,23.420711472138763,9.245461143249976,744898.0,744898.0,1.9032135943444608,92.22014289204697,2.558873832390475,0.0970602686542318,1.6970108659172127,0.0237616425336086,0.0992082137420156,1.4007286903710308,18.53587383466226,5.687639700420976,5.849183218230412,5.151605779554409,6.136926924949147,6.899734416008364,8.189888840594776,3.667507780792992,4.612987563912864,5.444686469016496,6.457701190700218,3.540887928844324,4.278847473556132,7.388451490153425,8.35873871164717,0
96,Jonesboro AR,44119.96835742965,17.31728832890774,19.463453815261044,6.937188755020081,232124.0,232124.0,3.591614826558219,85.56116558391204,7.442142992538471,0.308025021109407,0.7487377436197895,0.0348951422515552,0.2033395943547414,2.1100790956557702,104.13299232736571,5.013785523556006,4.693280327100897,4.558237890608987,5.748617602692573,6.532090107206721,7.394950863349498,2.340772347513833,3.2207395016153013,4.163205165393812,5.313934707547925,2.421165821687129,3.4349765264594025,6.061383982325202,7.067680609089773,0
97,Joplin MO-Pittsburg KS,45849.5649681417,17.091497467478515,20.783147384513832,6.96957166648331,399111.0,399111.0,5.883576248211651,84.65564717584833,1.574248767886628,2.59551853995505,0.9954624152178216,0.3913698194236691,0.0518652705638281,3.85231176289303,51.94482193064666,5.282460638822664,4.895002546511955,4.771396223013176,5.762271689468605,6.740573998770206,7.662494550738356,2.63992094164374,3.810155389984637,4.47848773242617,5.545730423844776,2.8131779490971045,3.8846675611114234,6.782690052844207,7.683454420659301,0
98,Juneau AK,88390.0,7.677060063555989,38.41141793360223,13.855768804574264,32227.0,32227.0,6.783132156266484,64.67868557420796,0.9805442641263536,10.255375927017718,6.451112421261675,0.9929562168368138,0.0465448226642256,9.811648617618768,,5.556726898612821,,,,,,,,,,,,,,2
99,Kansas City MO,66188.72881681634,11.356244532980565,35.926419497389595,13.46303436954177,2508275.0,2508275.0,8.436634739013863,74.55131514686389,10.752250052326795,0.4060958228264444,2.7443960490775536,0.176017382464044,0.1808812829534241,2.752409524473991,17.89506439328666,5.64551159816381,5.444172885707443,5.202296718229705,6.1323882125703,7.118154730540911,8.17021574962976,3.113230142108556,4.087811642773828,5.262935653011462,6.19587885148158,3.134556829626544,4.115156390315014,7.186016595380499,8.667074657552249,2
100,Knoxville TN,49905.36834044463,16.478951714436853,23.87377193009651,9.34795391437432,1381605.0,1381605.0,4.031325885473779,88.36454703044647,4.204313099619645,0.2856098523094517,1.1483021558260138,0.0527647192938647,0.1149387849638645,1.7981984720669075,24.27152070821582,5.487692501524812,4.818246103782242,5.029496114803059,5.977456192350183,6.973496480096297,7.9131971137946255,2.6792679057147937,3.680540164997472,4.750864237133435,5.815833837289837,2.9742872183736564,3.873033450363272,6.81582106427376,7.62876101319123,0
101,La Crosse-Eau Claire WI,57662.50685706993,12.107506350478204,25.7677837515676,8.757962178874307,611194.0,611194.0,2.7604983033210404,91.61182865015036,1.191438397628249,0.5304371443436945,2.2645837491860195,0.0768986606543912,0.0420488421025075,1.5222662526137365,12.693292459478204,5.738672160068941,6.0076935945538885,5.314082533258311,6.201988679064496,7.138524285429229,8.28367202729385,3.144143578582161,4.338012956399971,5.555058331849941,6.442000786139989,3.109033546753585,4.246375960108301,7.647929713599423,8.773566639284553,0
102,Lafayette IN,52972.17333066973,18.47316068629112,37.543319214478245,16.65248811240161,200230.0,200230.0,8.19058083204315,76.55046696299256,4.991260050941417,0.2437197223193327,7.749587973830095,0.0364580732158018,0.155820806073016,2.082105578584628,18.85929108485499,5.962527469697361,6.159867135080782,5.5909187419584745,6.079609512706357,7.253507765593467,8.300849263854342,3.767726614507101,5.030634698987648,5.886031412363539,6.165545663292724,3.77926879022924,5.02334835159604,7.713950661689527,8.693822332423833,2
103,Lafayette LA,48612.75587667446,20.51661591293508,21.355900084092337,6.446447394914189,638116.0,638116.0,3.656075070990227,66.28622382137416,26.495809539331404,0.2581035423026535,1.3533589504102703,0.0109697923261601,0.2394548953481812,1.7000043879169306,51.95835548467127,4.807978911816344,4.958460461354692,4.369263464151794,5.241517541401307,6.267122153991385,7.257934387186218,2.5901400250084463,3.594020175480166,4.494286122950636,5.482753157087323,2.339370994639121,3.5754729235833187,6.31832387331591,7.48131902647788,4
104,Lake Charles LA,51043.48887209174,16.631311958016127,20.31269010828568,6.732183742768973,271210.0,271210.0,3.932745842704915,70.03982154050367,21.95568010029129,0.4944507945872202,1.1699421112790829,0.0047933335791453,0.1434312894067327,2.259134987647948,97.6076845298281,5.057513126344858,4.813245095636189,4.481881792203552,5.404829741172751,6.531890140650416,7.80891762449641,2.385665955681153,3.464273831763183,4.425599015259842,5.263275802808956,2.582732936355834,3.673127689200912,6.27732068258292,7.1683598055620354,4
105,Lansing MI,56687.491822941454,15.19246840673928,30.538847369324884,12.269421454426238,682825.0,682825.0,5.68169003771098,79.23391791454618,7.822648555632848,0.3273166623951964,3.6208398930912016,0.0188921026617361,0.1140848680115695,3.18060996595028,23.868844056759208,5.383472296593553,5.11588168343393,4.914706291734306,5.789736167219379,6.705171083839631,7.611163404086347,2.8097082096570785,3.6785999960908113,4.594104096394717,5.523851205021944,3.1975561010381317,3.918582597219257,6.490917249780607,7.439850685806476,0
106,Laredo TX,45852.656978077335,27.8456164051039,18.56293061255224,5.059422963492841,287830.0,287830.0,95.41500191085017,3.5837126081367474,0.2734252857589549,0.0354375846854045,0.4950839036931522,0.0107702463259562,0.0378695757912656,0.1486988847583643,73.93757043047103,5.621826904086457,5.1850947480272245,4.643707315347735,4.999651514118432,6.036080819278412,6.822565428783357,3.880953864748693,4.811517364869002,5.820047590035762,6.144754210739829,,,,,1
107,Las Vegas NV,59098.51768535431,13.73116980995015,24.14047826736136,8.173282200794754,2231564.0,2231564.0,30.752019659754325,43.54385534091784,11.027512542772692,0.4847721149830343,9.373694861541054,0.676252171123033,0.359030706715111,3.782862602192902,17.53454129878902,5.214308676473883,4.897058412774747,4.810286194092174,5.605182445254564,6.577277576668763,7.472177118367111,2.6765896490388204,3.579283942438777,4.465915627059803,5.29883384997674,2.9939170027853064,3.866211238331495,6.233722128575088,7.166176489031155,1
108,Lexington KY,48517.21315343608,19.79704102771952,25.5197424783686,11.055279863110812,1289625.0,1289625.0,3.669516332267132,86.75715808859165,5.831462634486769,0.203470000969274,1.4012600562178927,0.047223029950567,0.1479499854608898,1.94195987205583,25.85769355361192,5.77802433181703,5.562224353184256,5.361598621799857,6.3312671507984986,7.169207882716154,8.130866164137474,3.202508191631505,4.182801314648765,5.166470078696906,6.040186560481861,3.368886797925694,4.320291512040866,6.93657197287823,7.862630139876462,0
109,Lima OH,56491.63804195992,12.193887806805344,18.91330610940823,7.33947702107691,148904.0,148904.0,2.680250362649761,85.29522376833395,8.39869983344974,0.1920700585612206,0.6782893676462687,0.0020147208939988,0.2196045774458711,2.53384731101918,130.0909090909091,6.050773193072069,5.281283543773133,5.439592319658454,6.762383227111413,7.715258382819263,8.18392702719105,3.60019089877347,4.648633857107717,5.76447627006244,7.205081692914898,3.8579457202477863,4.374090076153729,,,0
110,Lincoln & Hastings-Kearney NE,57707.07853609236,11.693462269047933,29.785051786410943,10.22304442850371,734172.0,734172.0,9.182453158115536,83.77301231863923,2.310221582953313,0.3762061206365811,2.198258718665381,0.0642901118538979,0.0813160948660531,2.0142418942700075,21.825828157349896,5.844686820391994,6.062852421110559,5.338157307584199,6.3718424446997455,7.232385543512979,8.087017398278771,3.4875466792459906,4.595872023980069,5.61224330525846,6.607948344929739,3.529157180725442,4.556327957096278,7.654190584405566,8.47026540587051,0
