,dma_name,median_income,poverty_rate,bach_plus_rate,grad_prof_rate,population,dma_race_total,pct_hispanic,pct_nh_white,pct_nh_black,pct_nh_aian,pct_nh_asian,pct_nh_nhpi,pct_nh_sor,pct_nh_two_plus,search_interest,score_all_ela,score_all_math,score_all_ela_g5,score_all_ela_g6,score_all_ela_g7,score_all_ela_g8,score_all_math_g3,score_all_math_g4,score_all_math_g5,score_all_math_g6,score_all_ela_g3,score_all_ela_g4,score_all_math_g7,score_all_math_g8,cluster_id
111,Little Rock-Pine Bluff AR,48594.63065811813,16.989180317795565,24.02650342271496,8.841928918942548,1448980.0,1448980.0,5.152452069731811,71.37130947287056,19.703515576474487,0.4113928418611713,1.1332109483912822,0.055901392703833,0.1423070021670416,2.029910695799804,22.91960024102881,4.886061238895401,4.698562920430446,4.378703302540618,5.384521091925204,6.282371157448271,7.337815558947757,2.3255406403336387,3.32723675265838,4.258029169449306,5.181375777282047,2.5433225380431868,3.533531904984232,6.106338906941592,7.133870135167622,4
112,Los Angeles CA,72036.31428177631,13.906723642348725,31.46703547759937,11.113502595154191,18675324.0,18675324.0,46.361353623637264,30.994825042928305,6.278118655397893,0.2620409691419544,13.17923051830319,0.254940690721082,0.2633314420676182,2.406159057802692,11.867338964239163,5.107477276511495,4.865056704105962,4.619019880550936,5.5373383363818505,6.4610198269626,7.419607879539328,2.4114758017681246,3.395555625708189,4.36745397122488,5.330255254905262,2.695725156343915,3.658095853078273,6.227811289542574,7.2082181759199315,1
113,Louisville KY,57549.73248309817,13.23692829055988,25.95741805565867,10.3540209097484,1744929.0,1744929.0,4.523908995724181,79.19966944213776,11.824206027867035,0.1816119738969321,1.7923365363289854,0.0527815171849399,0.1672847433907053,2.258200763469459,25.15613166054177,5.215817291661981,5.079630014859447,4.757320546411273,5.658150849953739,6.679764659031516,7.6440170374098,2.798064910246542,3.719827497947621,4.592218179898368,5.498727321897926,2.801822906444154,3.750837046512745,6.472862083367508,7.397877970787048,0
114,Lubbock TX,51613.80736947877,18.16668496367112,24.623642535947248,8.684570676999094,467740.0,467740.0,41.64236541668448,49.30089365887032,5.516312481293026,0.3298841236584427,1.5281994270321118,0.0540898789926027,0.1047590541753965,1.5234959592936246,26.21896912481877,5.340264246556851,4.467176807704347,4.003895831192364,4.818999957793848,5.991902520186085,6.703734856635274,3.274904935040964,3.987406073857681,4.975705882390464,5.564853484820905,,,,,1
115,Macon GA,46604.63164495565,20.78217764712664,20.97139773340529,8.70547760388559,661799.0,661799.0,4.149144982086706,52.13380497703986,40.1161077608156,0.1651558856994344,1.589606511946981,0.0208522527232588,0.1932610958916529,1.6320665337965157,44.69757355238252,4.815725771813957,4.773800374869029,4.380811909582974,5.188694546664024,6.183080418532317,7.348981654801601,2.3348555875202632,3.2706483752706283,4.5147557226734,5.164198620110338,2.571679417471428,3.367633185610225,6.088878460862135,7.435831625607701,4
116,Madison WI,67078.9092267104,11.120846257334934,37.2817584885035,14.34518313895516,1007488.0,1007488.0,5.776842999618854,84.25728147630542,3.731260322703595,0.3581184093507813,3.557858753652649,0.0287844619489264,0.0944924406047516,2.195361135815017,14.273949001616092,5.806117281980713,6.073784243930332,5.223370971238153,6.311230608260622,7.309152389927493,8.471408664487958,3.350730345797402,4.526125697455934,5.488175354552753,6.4996574838688606,3.205317062250338,4.2346147751520125,7.671811886603129,8.833331937351229,2
117,Mankato MN,57136.05977260511,14.39500072170288,27.558437214567817,8.522763819741936,122782.0,122782.0,5.888485282859051,88.39650763141177,2.386343275072893,0.2158296818751934,1.4985909986805883,0.0219901940023782,0.0480526461533449,1.5442002899447802,,5.591233602722725,6.3226824593048505,5.38021569848791,6.0859785419641135,6.570795440172438,7.689742590174648,4.1864531890490735,5.042204661785762,6.150505686076356,6.9502008088499885,3.667764676581597,4.4330387152098245,7.620549835667959,8.256697292103894,0
118,Marquette MI,48710.80072200474,14.908248971649549,26.006250210020497,8.845727342988676,213295.0,213295.0,1.5298061370402494,91.5258210459692,1.543402330106191,1.6770200895473406,0.9939285965446916,0.0309430600811083,0.0993928596544691,2.5996858810567525,51.04076086956521,5.665008186074939,5.545600310223726,5.124334907237927,5.992227783150545,6.5998003447451925,8.375353084423406,3.21221742184764,4.001330082589368,4.9009314126705625,6.026706941149594,3.513731814216025,4.333496281955632,6.905429525870605,8.16557811974724,0
119,Medford-Klamath Falls OR,49524.36151597585,16.8301321501401,23.7850072128538,8.95886186141372,443701.0,443701.0,11.414218133382615,81.43930259341313,0.7025001070540747,1.730219224207293,1.1651990867723985,0.2116290024137876,0.1147168926822342,3.2222149600744645,27.89163081651088,4.953469227854006,4.707106598925395,4.546854843548221,5.608970793061617,6.681599765909125,7.924242653689748,2.20963665136357,3.384366843093507,4.374700714936645,5.390795033508796,2.31843340437646,3.433059521738644,6.482005892064908,7.503816894916962,0
120,Memphis TN,49958.76218473326,18.54367852156576,25.063701096922696,9.69031278563572,1857673.0,1857673.0,4.868187242857058,49.05222824469107,42.2496316628384,0.1620306695527146,1.6618640632662476,0.0292301174641608,0.152287297064661,1.824540702265684,32.491903894835005,4.794860775543118,4.682064983503712,4.378648728964684,5.332136796891732,6.172922626486662,7.105828374696319,2.783691367571726,3.6597163721068418,4.535286174401079,5.371784487760814,2.4009420501315595,3.529121483351541,6.210345849849083,7.207496318761888,4
121,Meridian MS,38633.83075120792,23.405704703847967,16.630580385350935,6.215826853248187,178406.0,178406.0,1.7028575272132105,52.59464367790321,40.54964519130522,3.6349674338307008,0.6014371713955808,0.0044841541203771,0.1412508547918792,0.7707139894398171,181.7142857142857,4.6533596669332935,4.729859828052068,4.148721502828448,4.9802845536244105,5.999210498648788,6.680307415733739,2.666187740540233,3.885004116622732,4.276752792839638,4.841489695145312,2.597348469571617,3.498136921462396,6.113211770524092,6.588437881543104,4
122,Miami-Ft. Lauderdale FL,55007.85186148643,15.34250574010921,30.93970169513475,11.491218550852544,4701431.0,4701431.0,51.93425150767925,23.504694634463423,20.470512063242023,0.1197720438734504,2.3292908052888577,0.0352658584162992,0.3901152649055149,1.216097822131177,19.1976860656286,5.984957917015046,5.223466661456084,5.570784065722479,6.403933471063402,7.281266338395786,8.133857151124666,3.992040144911648,4.8406974786291705,5.675346387940694,6.388788219948009,3.7652637866184366,4.801641588493661,,,1
123,Milwaukee WI,63671.61827917994,12.407613345490512,32.11785249701287,11.196277412508977,2330017.0,2330017.0,10.52060993546399,71.10231384577881,12.744284698351988,0.3378086940996567,3.095041795832392,0.0302572899682706,0.1425740670561631,2.0271096734487344,19.30023769100169,5.389945854082029,5.558224744543104,4.815334805641338,5.901261894730675,7.0855527650172325,8.061252052659857,2.767065109389987,3.829274749396048,4.966323116528776,6.114101784379895,2.6565212647370275,3.734331457745141,7.234463400460397,8.352972058491495,2
124,Minneapolis-St. Paul MN,75576.99562107673,9.159664391831672,37.3742449237134,12.81621816686956,4726276.0,4726276.0,5.442445595644436,78.81338288326792,6.916989189797633,0.7843172933616234,5.228746691898654,0.0296427885294891,0.159575953668385,2.624899603831854,14.161416599092307,5.743037354342422,6.383542690998684,5.271605794654572,6.186032853916248,7.15662805817065,8.09530041350087,3.786166438126679,4.8033254902252045,5.891061264940932,6.898207420056915,3.393291550296141,4.317459321288762,7.944565818009189,8.975796392951603,2
125,Minot-Bismarck-Dickinson(Williston) ND,68429.2805407494,10.282239700651132,26.41819348709712,6.730096341069867,416681.0,416681.0,4.237774220566813,81.35720131227487,1.9506528975403248,9.1657646976944,0.8222117159169725,0.0916768463164867,0.1463949640132379,2.228323345676909,63.63872964916303,5.153815369387748,5.34098622110435,4.770336068735756,5.788884735542965,6.637449423884894,7.55746684603936,3.0177064514384977,3.767914111833197,4.787974295877875,6.12660066576203,2.925282216317444,3.777741238180001,6.874250456318074,7.986494688272356,0
126,Missoula MT,53385.11279193206,13.47306768451186,33.992912945655135,12.00595053845905,308976.0,308976.0,3.241999378592512,88.65445859872611,0.4077986639739008,3.7161462378955,1.0483014861995754,0.0540495054632075,0.0792941846615918,2.7979519444875978,51.41266628108732,6.09416359077924,5.90088455397798,5.520242321952233,6.488035562522973,7.620991335681421,8.708297208610958,3.175750620643531,4.288221722488321,5.296655316941171,6.300354247406848,3.6921421208486143,4.522325212653523,7.626140072512534,8.694305300976465,0
127,Mobile AL-Pensacola (Ft. Walton Beach) FL,53739.69526716754,14.599442886544988,25.953141941072072,9.09177177492464,1444019.0,1444019.0,4.823551490665982,67.96738824073645,21.47284765643665,0.6928579194595085,1.9782288183188728,0.0671736313718863,0.2323376631470916,2.7656145798635614,27.702354251724,5.282556514149575,4.684067820799685,4.974042052016151,5.642292006188727,6.556864778389684,7.618849477621328,2.9227008671495915,3.853069502268969,4.851663693506969,5.417609483683997,3.1399120791994366,3.924251588005557,5.894535040120021,6.847011665533387,0
128,Monroe LA-El Dorado AR,38828.78077108147,24.76107103513641,19.461896762123025,6.3569595095440175,469678.0,469678.0,2.528753741925319,59.79735052525347,35.690196262120004,0.2405903619075196,0.6874922819463548,0.007877737513786,0.1860849347851081,0.8616541545484352,56.127197039777975,4.318273758662803,4.219376992200826,3.794046662357866,4.86330398306484,5.913799819232408,6.94580677208035,1.831658210922568,3.003834417244294,3.758657087092369,4.660079503329346,1.6639893951372988,2.88215277048284,5.556372390999649,6.6435444790880736,4
129,Monterey-Salinas CA,76272.13417162924,12.71027404679376,30.185028688342303,12.18799658732052,767748.0,767748.0,49.80214862168316,40.03110395598556,1.7820951666432212,0.1831330071846491,4.898221812365516,0.2886363754773702,0.164507103893465,2.8501539567670644,19.30023769100169,4.419619656506657,4.158745802742343,3.804712850084972,4.972429558619403,5.852888377605948,6.967064761887863,1.7692845648489972,2.618354905570363,3.618796064313272,4.479411810307109,1.7776660953171206,2.9137635216588293,5.62181909999971,6.646752706255724,1
130,Montgomery (Selma) AL,46977.28161967925,19.528998002381527,24.6495338006216,9.691020411972785,636447.0,636447.0,2.5216553774312707,49.46601995138637,44.8010596326167,0.1861898948380619,1.4068728425147734,0.0164978387831194,0.0930163862819684,1.5086880761477388,40.65765522775489,3.951443587690116,3.5907150798400576,3.4791042925871527,4.423813809647576,5.413830508939966,6.282430628411712,1.6012866680594346,2.330607697598125,3.1883594531365462,3.9471534034150086,1.7866122543129734,2.6328141899408632,5.005067415755434,5.839325127519479,4
131,Nashville TN,61450.03286805197,13.204256383722717,30.10099225810384,10.701522502322982,2881339.0,2881339.0,6.727427768825536,75.59304892621105,12.785479251139831,0.2391596407087121,2.1293919250737243,0.0748610281539242,0.2270819226755338,2.223549537211692,20.39734400087209,5.593472511006672,5.196153747196232,5.068943612552501,6.08234524483257,7.044160945049933,8.02058456184829,3.229800785283874,4.200529076684504,5.156609955939745,6.127112414291046,3.238091593112192,4.172279476927068,7.089352695906194,6.938475547959456,2
132,New Orleans LA,52190.66348385174,17.94447964963077,26.82144387715921,9.737983585886736,1758611.0,1758611.0,7.488296161004337,56.94533924784958,30.55803699624306,0.719545141023228,2.245749628542071,0.0114294747388706,0.2562249411609503,1.775378409437903,25.66766074965931,4.644513215460785,4.481221828540022,4.106669389638722,5.209252086952947,6.248717372205411,7.271284384095559,2.216309672064261,3.137025162314531,4.001378081938321,4.9710659129296735,2.096979999199951,3.059330196024452,5.9402607142605,6.7290258486366135,4
133,New York NY,81611.10172396642,12.581484993299089,40.29999612874223,16.993855509931464,21271644.0,21271644.0,23.94126189776399,47.792638876430985,15.205538415366483,0.1425230696790525,10.47004641484222,0.0280514284650495,0.6335852555636978,1.786354641888516,11.5829572330978,6.373331805666969,5.934170933097376,5.897565580415229,6.84206815410733,7.786730905907896,8.750187715601154,3.614117099608696,4.74370975309538,5.84543778373175,6.913633614650569,3.921421265122385,4.910518154522665,8.009774305125756,8.876476231214731,2
134,Norfolk-Portsmouth-Newport News VA,66184.61265375737,11.77992880716898,30.69050295780848,11.838135714099476,1924867.0,1924867.0,6.624042076673349,55.42128365232507,30.40012634639173,0.2517057022641045,3.4038715402155058,0.0858241114840661,0.2519654604707754,3.5611811101754043,22.605354164829823,5.479468041761224,5.017123460375596,5.064555194273964,5.822585972803268,6.69498511179194,7.506586505800525,3.638083533222539,4.510963931465436,5.420342226028104,6.060276909566185,3.504943864593609,4.385940334401034,6.710573763728852,7.500003095806864,2
135,North Platte NE,58874.16050686378,10.158335756390262,23.262200779365376,8.59528669511969,38827.0,38827.0,8.094882427176966,88.43330671955083,1.146109665954104,0.3528472454735107,0.7855358384629254,0.0283308007314497,0.0952945115512401,1.0636927910989775,,5.497654200829764,6.131788642406055,5.574841870700184,5.781763530860637,6.412406138281847,7.366637430911197,3.960612636130442,4.662577190669675,5.828587244424481,6.411602195458244,3.390930953519697,4.28295379534134,7.368325138687549,8.362602585600985,0
136,Odessa-Midland TX,67124.49904185791,11.901633557547116,19.55351472151559,5.907286207728074,472790.0,472790.0,53.72427504811862,38.75695340425982,4.532456270225682,0.3743734004526322,1.2813299773683875,0.0416675479599822,0.1154846760718289,1.1734596755430529,73.60399234998803,4.582414664070216,3.7382330424243335,3.3738249997766427,4.262597257571518,4.983958375656106,5.893080138356535,2.680555072109478,3.4066391228337367,3.935053222192261,4.9074425166500175,,,,,1
137,Oklahoma City OK,56024.203498836345,14.910286429609863,27.83205470102754,9.790937298568016,1945161.0,1945161.0,12.093549068688915,66.93600169857406,8.00823170935465,4.4912477681796,2.5359854531321573,0.1578789622041568,0.1426617128350815,5.634443627031387,21.982009657944943,5.118389230705093,5.108418143915662,4.668082214282275,5.675703059782259,6.556810182894661,7.539207048895018,2.752411888133792,3.7537472018474527,4.675496511215672,5.604466093600279,2.81465958094922,3.739949953599522,6.6252608041462855,7.531087596614489,0
138,Omaha NE,65756.89864858995,10.487934293873336,33.151364829534394,11.244522533233036,1151094.0,1151094.0,10.704946772374802,77.69530550936761,6.285411964618007,0.4076991105852345,2.4524495827447628,0.0569892641261269,0.1094610865837194,2.2877367095997374,14.422293933692112,5.576650813194758,5.704585215194236,5.153835905134269,6.060239177174866,7.052174963086603,8.072845973351388,3.288407067289805,4.254922512262591,5.215927981647655,6.186466638974452,3.167596629961759,4.06659305613981,7.139934263390642,8.265586491879487,2
139,Orlando-Daytona Beach-Melbourne FL,55853.69039031032,13.499878779499303,29.52716693967034,10.327780541600742,4219335.0,4219335.0,22.99876639328236,57.551770598921394,13.252420108856017,0.22197810792459,3.250441124015988,0.0569047018072753,0.519797551035886,2.147921414156496,19.99598001113163,5.592470345620283,4.728246238615292,5.172698425330394,6.062022791680128,6.851701287044984,7.749182813856248,3.645214397380384,4.388922663142309,5.056406532552633,5.904152772486189,3.510897687206666,4.304231166066706,,,2
140,Ottumwa IA-Kirksville MO,46410.865342146426,15.644002652880213,21.51835443773909,8.911524284601342,130412.0,130412.0,5.118394012820906,87.95816335920007,2.78962058706254,0.1986013557034628,1.565806827592553,0.2315737815538447,0.2637794068030549,1.8740606692635648,,5.010901535239148,5.060813309569055,4.502162221125399,5.49435656773729,6.3625503206831615,7.160723848262638,3.0571265951548647,3.654745350228089,4.627877645318068,5.499540122638308,2.9996765531586527,3.320782986963561,6.844141826389135,7.548248225101821,0
141,Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,44677.00676510341,18.72920856929376,19.25536066427574,7.612135852460987,980325.0,980325.0,2.7811185066177035,86.73613342513961,7.434065233468493,0.2532833499094687,0.8076913268558897,0.0519215566266289,0.0726289750847933,1.8631576262974008,39.562200956937794,5.408058432179833,4.991090576004912,4.807686599844903,5.891787797425208,6.856948391351271,7.798328575257615,2.921496745632381,3.7516066842770495,4.582265162150099,5.8261878918663,3.104605588362971,3.971000312665028,6.469311855134092,7.455060362194078,0
142,Panama City FL,49950.13097912178,15.931227422114782,20.761328792867133,7.346229387743568,392658.0,392658.0,5.705983323910375,76.89694339603422,12.226925212271238,0.5215734812483128,1.401219381752059,0.1186783409481024,0.340245200658079,2.788431663177626,108.82299986462704,5.829509595655096,4.760045471373076,5.324235314808666,6.205121568395863,7.245704560006814,7.995142573094682,3.683601855489794,4.379903467807708,4.93212513906316,6.10312836293388,3.80413147659291,4.4460831533166205,,,0
143,Parkersburg WV,48854.06378051653,15.585961533317285,20.15354208224292,7.439196237395458,152868.0,152868.0,1.2186984849674227,95.14940994845226,1.2886935133579298,0.4140827380485124,0.5390271345212864,0.0333621163356621,0.0510244132192479,1.3057016510976789,72.26767676767676,5.706153638947135,5.254214774663719,5.38736511679447,6.251775681956648,6.994895745932884,7.701600819528937,3.0532496235517943,4.028722891945876,5.093447896102917,6.080664039446096,3.531334601804976,4.135777186205053,6.663264495940277,8.151023824521493,0
144,Peoria-Bloomington IL,61370.383378252576,13.076294322473068,30.7609825302298,10.642584950970113,634843.0,634843.0,3.895923874091704,82.85024801407592,8.08562116932848,0.1704358400423412,2.876931776833012,0.0111838675073994,0.0860055163245085,2.0236499417966334,33.78030322953924,5.63561194810995,5.412275864476762,5.15813199869496,5.995649265888805,7.181018766513596,8.300365415250333,2.725940411821962,3.821087551505741,4.817185174375346,5.800071195091465,2.887855262866433,4.121068212175804,7.077648582178268,8.058343112282182,0
145,Philadelphia PA,72207.72221847207,12.305287149673951,35.85156566140418,14.534273106714348,8118182.0,8118182.0,11.895631312527854,61.918505892082734,18.083445283685435,0.1460425499206595,5.566049147456906,0.0228006713818438,0.2186080578139292,2.1489170851306363,14.684494030492,5.269702039222559,5.224510156044532,4.955699552917498,5.815512658096342,6.775797871328106,7.406002175960596,2.954407269713608,3.9708452938532783,5.00920795526135,5.994888669946967,3.04506771798314,3.991705116624882,7.045446795613548,7.379230189149065,2
146,Phoenix AZ,61773.20499119712,14.318660936257292,29.86708874597968,10.98878976258572,5569766.0,5569766.0,28.808732718753355,56.942787183519016,4.578414963932057,3.513971682113755,3.4532869064876333,0.1959148732639755,0.1607248850310767,2.3461667868991265,14.201720855976175,5.198093576773379,4.85305204079582,4.655167748808106,5.66176039446517,6.669399278107406,7.643402355329556,2.788693062578264,3.8069797010690025,4.782993470022005,5.855138448018286,2.75115864514826,3.714580862829727,6.885632046260075,,2
147,Pittsburgh PA,58987.81341895455,11.91830455565956,33.31533169667077,13.173531648611355,2806314.0,2806314.0,1.7378668245962496,86.51818720214489,7.160531572732061,0.0726932196468392,2.130125139239586,0.0217010641004534,0.1593193063926559,2.199575671147277,12.611128115383432,6.228250927879937,6.333496711979215,5.7310434633146485,6.699721368185895,7.56743648197804,8.560653410691685,3.941217420257408,4.838716617531213,5.826335822607751,6.945568863300331,4.113639291180892,4.928737119962627,7.860005986186345,8.89585521048507,2
148,Portland OR,62977.64908391595,10.152415237837804,34.16612359198231,12.793021740256696,1002801.0,1002801.0,1.7880915555528965,92.95014663926342,1.5265242056998347,0.2775226590320512,1.2360378579598543,0.0241324051332218,0.0732947015409837,2.1242499758177344,13.528385268439438,5.738307763248653,5.6121532675525705,5.31104553562298,6.287085527893973,7.269102500115672,8.263471669848526,3.126239139360136,4.167173125547086,5.144771039811135,6.24328580631399,3.2200082670317327,4.345550124959026,7.301289471762549,8.221058072830393,0
149,Portland-Auburn ME,69802.88820820021,11.46717744317298,35.07404389361599,13.129636297405254,3402110.0,3402110.0,13.350685309998797,73.97282862694034,2.180176419927633,0.7850422237964086,5.161943617343354,0.5030407599989418,0.1440282648121313,3.902254777182396,22.271011584787093,5.176129612999271,4.889216550615167,4.853864280189971,5.891332705358511,6.841861427431789,7.941665062887274,2.563119967835396,3.604866368608995,4.656449253624369,5.748564516749853,2.809623553960759,3.8389903061783945,6.774774643072769,7.830915563317612,2
150,Presque Isle ME,41123.0,16.09084946384173,19.2442322991249,6.105807478122514,67809.0,67809.0,1.2299252311640048,94.12467371587844,0.9394033240425312,1.862584612662036,0.4512675308587356,0.0132725744370216,0.0,1.3788730109572476,,5.499778003994754,5.324858556676661,5.196005247496328,6.024910060651683,6.846517243546617,7.45942021844117,2.970839525270681,4.035259879538363,5.190491795665422,5.956471515540516,3.067321967090595,4.275388767179289,6.619044196221076,7.036081354663168,0
151,Providence RI-New Bedford MA,67799.29214691263,12.012541102895154,32.273199913275484,12.628593425750989,1618268.0,1618268.0,12.857697241742406,75.23024616441776,5.099031804373564,0.2278361804101669,2.970150803204413,0.0535757983226511,1.1501803162393374,2.4112816912897,14.394692437133775,5.608605588138702,5.482132761646159,5.148401356378412,6.061452788606459,6.896532536813788,7.84563692918954,3.1537520880869723,4.136346954493919,5.0278070980071705,5.960565884655488,3.326324884166688,4.28624455740177,6.808423898584895,7.720760648847025,2
152,Quincy IL-Hannibal MO-Keokuk IA,50095.65947198636,15.162104068440918,20.756141628239355,7.47566270258609,269690.0,269690.0,2.803218510141273,90.82761689347028,3.633060180206904,0.2818050354110274,0.7260187622826207,0.0333716489302532,0.0611813563721309,1.6337276131855094,9.677631578947368,4.997518874163703,4.760359202545091,4.476842292570656,5.467344039843878,6.359122207441692,7.427562202987044,2.4302091075525136,3.480007904127859,4.53246132996934,5.250101598950587,2.561710035878035,3.522914249692336,6.463279789647403,6.845310441457544,0
153,Raleigh-Durham (Fayetteville) NC,62319.556526207605,13.97396649430165,36.89351717829198,14.351963356967914,3197278.0,3197278.0,10.694440708627775,55.838810388086365,26.07399168918061,0.6870531746066497,3.75153489937378,0.0692776793259766,0.2503066671087093,2.6345847936901325,19.31839913882663,5.62698392470577,5.578021322996939,5.159776194554151,6.101761506623076,7.061724159966992,7.988360130861712,3.092554113798174,4.148532326190986,5.166839839913344,6.110372737868591,3.330059839020618,4.244151265857668,7.064828519701137,8.04687476197164,2
154,Rapid City SD,55847.21898357737,12.666071338046567,28.459564460026048,9.625180650727271,263965.0,263965.0,4.347546076184343,83.69367150948042,0.9148940200405355,7.085030212338757,0.9709620593639308,0.0920576591593582,0.0996344212300873,2.796204042202565,94.35164835164832,5.554931350753084,5.7047365421858185,5.21334944087675,5.841773578612393,6.972629626180675,7.905247261465429,3.1437332794790382,4.3433750449737625,5.365175246552645,5.939819412100829,3.295774465691756,4.257829062361334,7.177786579614992,8.443695974038183,0
155,Reno NV,62910.270159717904,11.354148417503811,26.810472816395787,9.824156919427184,723150.0,723150.0,22.434073152181423,66.1066168844638,2.156537371223121,1.920763327110558,3.944409873470234,0.4462421351033672,0.2177971375233354,2.773560118924151,21.37866603941557,5.133930806688152,5.138748814204852,4.540840685515989,5.829328933666684,6.569379559470687,7.592139672863376,2.5464228340705697,3.593067605047665,4.603203498666073,5.797690251699083,2.609301149742701,3.649028335801124,6.662401625156416,7.612815294353735,0
156,Richmond-Petersburg VA,68897.94775897526,11.135313902062585,35.09813386869538,13.472797505925982,1459734.0,1459734.0,5.777696484427985,59.44418640656448,28.12868645931382,0.2496345224540909,3.349240341048437,0.0432270536960843,0.2346317890793802,2.7726969434157183,20.39780825011172,5.319504509371491,4.857747738336466,5.041883418484857,5.614337383787783,6.373979210489,7.234752818108601,3.594086804168964,4.4830127710629455,5.34253563357627,5.937716518774793,3.363607642341819,4.230713564985612,,,2
157,Roanoke-Lynchburg VA,54747.383185095234,13.87234389536069,24.45348905798384,9.626614758449833,833344.0,833344.0,2.7123252822363875,83.44129195146303,10.044711427693723,0.1898375700791029,1.5743798479379465,0.0196797480992243,0.1744777666845864,1.8432964058060053,17.357009637865822,5.685618950687007,5.225210958537933,5.335689915710926,6.026425597916277,6.827886985853849,7.611024848622312,3.845442814509247,4.631193285184373,5.774816021231956,6.576909804598489,3.827027356646948,4.450119373413436,,,0
158,Rochester MN-Mason City IA-Austin MN,65206.56932543885,9.612990911047014,30.98170755489684,11.627208549475409,373932.0,373932.0,5.526405870586096,85.43398264925173,3.43805825658141,0.2356043344779264,3.340714354481564,0.1216798776248087,0.0965416171924307,1.8070130398040285,33.75298770952883,5.379741378340456,5.649826032691156,4.8951263164177,5.890499737788158,6.720198739877549,7.643552401132651,3.465758052050707,4.345211140610076,5.078601757913194,6.225433974890882,3.3004895588631022,4.105197949872357,7.022632462395455,8.058966366853241,2
159,Rochester NY,60416.84675180455,13.402432713515577,35.9031457847494,16.025791143900054,1031973.0,1031973.0,7.485370256779975,76.14307738671458,11.075580465768,0.1761673997284812,2.894164866716474,0.0303302508883468,0.1767488102886412,2.018560563115508,12.081955613541489,5.620024400539264,,,,,,,,,,,,,,2
160,Rockford IL,56609.12790303351,13.862668524442176,22.08289794496692,8.018920734437977,468863.0,468863.0,12.186075676690203,73.95699809965811,9.317647159191491,0.2026178222636463,1.9152716251868884,0.01322347892668,0.1294621243305614,2.278704013752418,51.04076086956521,4.704489024263671,4.583380228676152,4.080851935651787,5.361088618038403,6.432554504077788,7.254205935054503,1.957632964444096,2.9688248288033834,3.95193791295006,5.151331801120631,1.765229262782572,3.180934879027066,6.211674048458862,7.130474378603836,0
161,Sacramento-Stockton-Modesto CA,69482.53985745678,13.37900758401632,27.553477570182807,9.333246281794493,4496461.0,4496461.0,28.21425561124627,47.79549961625376,6.44907183671781,0.3852140605689674,11.886570349437036,0.7039313807014005,0.2241540624949265,4.341303082579833,13.885700251947387,4.855169396892683,4.666291383523505,4.27638402271974,5.324144346029294,6.342324493132029,7.279675899772256,2.135415000683871,3.1036740054781613,4.040656362493097,5.144821609978452,2.4115606659714595,3.3262699655509627,6.239109684406093,7.163135965750204,2
162,Salisbury MD,59495.5026514414,12.80323865888009,26.8725658327056,11.073037039411473,436555.0,436555.0,6.988581049352316,70.49169062317463,17.942527287512455,0.2579285542486055,1.6421756708776671,0.0343599317382689,0.2334184696086403,2.4093184134874184,45.75956389115053,5.454503572441282,5.273264484174758,4.854636784719888,6.107358263811841,7.06726892481689,8.003061889867237,3.2264688190345026,4.251039251137163,5.103585971747718,5.989520174043141,2.9057551457565194,4.138091130066777,7.302649238749434,8.450467677521138,0
163,Salt Lake City UT,72305.68984184686,9.874156731141865,33.103791253993734,11.170767569081423,3279543.0,3279543.0,14.060129719293208,78.42196306009708,1.0972565384872222,1.00867712361143,2.200276075050701,0.8253284070372,0.1642911832532764,2.2220778931698715,16.123916416177455,5.897100640279647,5.664560173856897,5.472116792729706,6.414929679086796,7.356126058287192,8.31235529478768,3.3705157199618063,4.359360864602169,5.350795879587936,6.355709838548408,3.601244395266175,4.558245377892207,7.3431168506428195,8.240506788028952,2
164,San Angelo TX,52525.042293393584,14.031559085159763,22.600925546482223,7.691231296664634,152246.0,152246.0,40.05950895261616,53.9488722199598,3.2972951670323027,0.1839128778424392,0.9806497379241492,0.0630558438316934,0.2528802070333539,1.213824993760099,56.127197039777975,5.214163622037913,4.063961816015775,3.7242098087487543,4.673490565025675,5.856221700957784,6.728991238037573,2.9480143667523926,3.647267683724719,4.439058514148405,5.23058086225262,,,,,1
165,San Antonio TX,58986.81533291587,14.985595405711766,26.84970839338192,9.58386469187472,2797824.0,2797824.0,56.30804510934212,33.54846480693568,5.870312071095251,0.1761011414585049,2.1754048860828985,0.077238596852411,0.1502596303412938,1.6941737578918474,19.47093910927994,5.6497255632649175,4.429337701809831,4.192136670239744,5.289310007838079,6.1331057615543685,7.056042766124164,3.054977086874533,3.829572354844504,4.916755643254947,5.826725499944063,,,,,1
166,San Diego CA,78980.0,11.587868181881426,38.80500549504112,15.047688232421766,3316073.0,3316073.0,33.70001203230448,45.55858691892489,4.706892761407846,0.3761678346646772,11.629930945428525,0.3844004640428603,0.1978243542889435,3.4461846889377887,13.165218062199646,5.721070129480564,5.463441633852494,5.301787626252305,6.132845660881436,7.104409070511532,7.994777185962349,2.919766623951836,3.966078500847338,5.030383301458528,5.846618249124679,3.334493371807293,4.259106003399839,6.950462916585282,7.882285695059815,2
